liga,url,Home_team,Away_team,id,fecha,1_Average,X_Average,2_Average,1_Highest,X_Highest,2_Highest,H_Average,A_Average,H_Highest,A_Highest,1X_Average,12_Average,X2_Average,1X_Highest,12_Highest,X2_Highest
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-dallas-mavericks-Oz9rTTxG/,Minnesota Timberwolves,Dallas Mavericks,05 Oct 2023_NBA_Minnesota Timberwolves_Dallas Mavericks,05 Oct 2023,1.98,15.50,1.87,1.98,15.50,1.87,1.94,1.86,1.95,1.91,,,,,,
